[log] 运行日志写入: log/run_DBLP_20260811_093750.log
[config] cand_sources=embed num_cand_per_node=0 cand_label_mode=soft cand_dist_k=16 cand_dist_tau=0.2 lambda_cand_bce=0.0 lambda_ic_spnm=0.0 ic_spnm_pos=20 ic_spnm_neg=256 ic_spnm_hard_pool=2048 ic_spnm_pos_mode=neighbor ic_spnm_frontier_ratio=0.5 ic_spnm_frontier_hops=2 lambda_ilssc=0.1 ilssc_seed_size=8 ilssc_neg=256 ilssc_hard_pool=2048 ilssc_hops=2 ilssc_neg_mode=conservative ilssc_gate_mode=prior ilssc_high_order_beta=0.2 ilssc_warmup=10 ilssc_ramp=30 ilssc_use_intent_dist=False intent_dist_k=16 intent_dist_tau=0.2 intent_dist_beta=0.5 intent_dist_proto_mode=random intent_dist_stable=False intent_dist_update_interval=10 intent_dist_ema=0.7 intent_dist_anchor_pool=0 intent_dist_conf_tau=0.05 intent_dist_min_conf=0.0 relation_fusion=icra cs_topk=(5, 10, 20, 50, 'oracle') cs_w_list=(0.14,) greedy_patience=1 greedy_min_gain_tol=0.0001 frontier_batch_size=2 greedy_connectivity_boost=0.0 greedy_select_mode=first_drop greedy_init_seed_size=1 greedy_init_seed_hops=1 greedy_init_seed_conn_beta=0.3 greedy_high_order_beta=0.2 greedy_comm_cohesion_beta=0.05 greedy_comm_direct_beta=0.1 greedy_boundary_gamma=0.03 greedy_hse_pool_size=64 include_query_in_pred=False eval_perturb=none:0.0 seed=123
Using CPU
Using GPU: NVIDIA GeForce RTX 2080 Ti
  [cs_full_graph] DBLP: merged ['apa.npz', 'apcpa.npz', 'aptpa.npz'] -> 8947540 directed edges (no sparsify)
/root/miniconda3/lib/python3.8/site-packages/scipy/sparse/_index.py:146: SparseEfficiencyWarning: Changing the sparsity structure of a csr_matrix is expensive. lil_matrix is more efficient.
  self._set_arrayXarray(i, j, x)
  [sparsify] apcpa.npz: 5000495 -> 80544 edges (avg_deg 1233 -> 20, top-k=10)
  [sparsify] aptpa.npz: 7043571 -> 77930 edges (avg_deg 1736 -> 19, top-k=10)
[data] 多关系 R=3: apa(7056 edges), apcpa(80544 edges), aptpa(77930 edges)
[intent] dynamic query-based, dim=256
[encoder] MultiRelation+ICRA  R=3 hii_heads=1 icra_heads=1 icra_dim=64
[ILSSC] 全量图邻接表就绪, lambda=0.1, seed=8 neg=256 B=8 pool=2048 hops=2 frontier_pool=128 conn_beta=0.3 sim_beta=0.5 high_order_beta=0.2 proto_alpha=0.5 use_intent_dist=False dist_k=16 dist_tau=0.2 dist_beta=0.5 dist_proto_mode=random dist_stable=False dist_update_interval=10 dist_ema=0.7 dist_conf_tau=0.05 dist_min_conf=0.0
(T) | Epoch=001, loss=7.7095, con=7.3516, intent=5.0260, rec=0.0010, ilssc=0.0000, il_lam=0.0000, this epoch 1.5471, total 6.6063  alpha=[apa:0.340, apcpa:0.338, aptpa:0.322]
(T) | Epoch=106, loss=7.2551, con=6.5980, intent=2.3444, rec=0.0003, ilssc=4.4231, il_lam=0.1000, il_q=8, il_seed=0.992, il_sim=0.452, il_conn=0.001, il_dist=0.000, il_high=0.775, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.097, il_neg_dist=0.000, il_neg_high=0.414, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9508, total 294.3353
(T) | Epoch=107, loss=7.2449, con=6.5983, intent=2.3386, rec=0.0003, ilssc=4.3234, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.511, il_conn=0.001, il_dist=0.000, il_high=0.758, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.090, il_neg_dist=0.000, il_neg_high=0.467, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.1431, total 297.4784
(T) | Epoch=108, loss=7.2377, con=6.5975, intent=2.3374, rec=0.0003, ilssc=4.2613, il_lam=0.1000, il_q=8, il_seed=0.993, il_sim=0.494, il_conn=0.001, il_dist=0.000, il_high=0.802, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.103, il_neg_dist=0.000, il_neg_high=0.471, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8470, total 300.3254
(T) | Epoch=109, loss=7.2068, con=6.5959, intent=2.3355, rec=0.0002, ilssc=3.9694, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.593, il_conn=0.000, il_dist=0.000, il_high=0.780, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.056, il_neg_dist=0.000, il_neg_high=0.453, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6078, total 302.9333
(T) | Epoch=110, loss=7.2013, con=6.5944, intent=2.3344, rec=0.0002, ilssc=3.9299, il_lam=0.1000, il_q=8, il_seed=0.995, il_sim=0.603, il_conn=0.000, il_dist=0.000, il_high=0.819, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.009, il_neg_dist=0.000, il_neg_high=0.451, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8035, total 305.7367  alpha=[apa:0.155, apcpa:0.427, aptpa:0.418]
(T) | Epoch=111, loss=7.2032, con=6.5936, intent=2.3332, rec=0.0002, ilssc=3.9583, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.547, il_conn=0.000, il_dist=0.000, il_high=0.822, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=-0.002, il_neg_dist=0.000, il_neg_high=0.543, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5064, total 308.2431
(T) | Epoch=112, loss=7.2199, con=6.5937, intent=2.3309, rec=0.0003, ilssc=4.1281, il_lam=0.1000, il_q=8, il_seed=0.995, il_sim=0.521, il_conn=0.000, il_dist=0.000, il_high=0.791, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.030, il_neg_dist=0.000, il_neg_high=0.452, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.5569, total 310.8000
(T) | Epoch=113, loss=7.2150, con=6.5949, intent=2.3297, rec=0.0003, ilssc=4.0695, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.575, il_conn=0.000, il_dist=0.000, il_high=0.786, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.059, il_neg_dist=0.000, il_neg_high=0.535, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0203, total 313.8204
(T) | Epoch=114, loss=7.2184, con=6.5963, intent=2.3287, rec=0.0003, ilssc=4.0927, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.488, il_conn=0.000, il_dist=0.000, il_high=0.829, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=-0.011, il_neg_dist=0.000, il_neg_high=0.506, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.4908, total 316.3111
(T) | Epoch=115, loss=7.2185, con=6.5964, intent=2.3282, rec=0.0003, ilssc=4.0944, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.501, il_conn=0.000, il_dist=0.000, il_high=0.845, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.007, il_neg_dist=0.000, il_neg_high=0.538, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6142, total 318.9253
(T) | Epoch=116, loss=7.2440, con=6.5949, intent=2.3309, rec=0.0003, ilssc=4.3621, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.488, il_conn=0.001, il_dist=0.000, il_high=0.786, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.085, il_neg_dist=0.000, il_neg_high=0.432, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.6319, total 321.5572
(T) | Epoch=117, loss=7.2232, con=6.5925, intent=2.3269, rec=0.0004, ilssc=4.1821, il_lam=0.1000, il_q=8, il_seed=0.995, il_sim=0.553, il_conn=0.000, il_dist=0.000, il_high=0.797, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.076, il_neg_dist=0.000, il_neg_high=0.486, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.2181, total 324.7753
(T) | Epoch=118, loss=7.2229, con=6.5915, intent=2.3270, rec=0.0003, ilssc=4.1895, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.575, il_conn=0.000, il_dist=0.000, il_high=0.798, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.125, il_neg_dist=0.000, il_neg_high=0.476, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0814, total 327.8567
(T) | Epoch=119, loss=7.2001, con=6.5920, intent=2.3247, rec=0.0003, ilssc=3.9583, il_lam=0.1000, il_q=8, il_seed=0.996, il_sim=0.546, il_conn=0.000, il_dist=0.000, il_high=0.839, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.008, il_neg_dist=0.000, il_neg_high=0.569, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.7820, total 330.6388
(T) | Epoch=120, loss=7.2489, con=6.5936, intent=2.3250, rec=0.0003, ilssc=4.4297, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.492, il_conn=0.000, il_dist=0.000, il_high=0.769, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.129, il_neg_dist=0.000, il_neg_high=0.482, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9844, total 333.6232  alpha=[apa:0.178, apcpa:0.415, aptpa:0.407]
(T) | Epoch=121, loss=7.2513, con=6.5960, intent=2.3231, rec=0.0003, ilssc=4.4312, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.496, il_conn=0.001, il_dist=0.000, il_high=0.748, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.136, il_neg_dist=0.000, il_neg_high=0.436, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.9214, total 336.5445
(T) | Epoch=122, loss=7.2487, con=6.5978, intent=2.3230, rec=0.0003, ilssc=4.3860, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.563, il_conn=0.001, il_dist=0.000, il_high=0.753, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.169, il_neg_dist=0.000, il_neg_high=0.452, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 3.0287, total 339.5733
(T) | Epoch=123, loss=7.2454, con=6.5985, intent=2.3241, rec=0.0003, ilssc=4.3456, il_lam=0.1000, il_q=8, il_seed=0.994, il_sim=0.480, il_conn=0.001, il_dist=0.000, il_high=0.811, il_conf_q=0.000, il_conf_seed=0.000, il_gate_seed=1.000, il_uniq=8.0, il_neg=0.072, il_neg_dist=0.000, il_neg_high=0.451, il_conf_neg=0.000, il_gate_neg=1.000, id_upd=0, this epoch 2.8454, total 342.4186
